"DataSet","Year","Pop_Name","CU_Name","SpnForAbd_Total","SpnForTrend_Total","SpnForTrend_Wild","SpnForAbd_Wild","Recruits_Total","Recruits_Wild","Pop_ID","CU_ID","DU_ID"
"Sk_Fraser",1975,"Dust Creek","Takla-Trembleur - Early Stuart",1068,407,407,1068,NA,NA,45581,"L-06-14",NA
"Sk_Fraser",1975,"Dust Creek","Takla-Trembleur - Early Stuart",1068,407,407,1068,NA,NA,45582,"L-06-13",NA
"Sk_Fraser",1975,"Fleming Creek","Takla-Trembleur - Early Stuart",1878,359,359,1878,NA,NA,45556,"L-06-14",NA
"Sk_Fraser",1975,"Forfar Creek","Takla-Trembleur - Early Stuart",6818,2844,2844,6818,NA,NA,45571,"L-06-14",NA
"Sk_Fraser",1975,"French Creek","Takla-Trembleur - Early Stuart",18,7,7,18,NA,NA,45595,"L-06-14",NA
"Sk_Fraser",1975,"Frypan Creek","Takla-Trembleur - Early Stuart",99,34,34,99,NA,NA,45593,"L-06-14",NA
"Sk_Fraser",1975,"Gluske Creek","Takla-Trembleur - Early Stuart",10370,4420,4420,10370,NA,NA,45572,"L-06-14",NA
"Sk_Fraser",1975,"Hudson Bay Creek","Takla-Trembleur - Early Stuart",2,1,1,2,NA,NA,45592,"L-06-14",NA
"Sk_Fraser",1975,"Kastberg Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45605,"L-06-14",NA
"Sk_Fraser",1975,"Kazchek Creek","Takla-Trembleur - Early Stuart",347,139,139,347,NA,NA,45559,"L-06-14",NA
"Sk_Fraser",1975,"Kazchek Creek","Takla-Trembleur - Early Stuart",347,139,139,347,NA,NA,45560,"L-06-13",NA
"Sk_Fraser",1975,"Leo Creek","Takla-Trembleur - Early Stuart",587,163,163,587,NA,NA,45575,"L-06-14",NA
"Sk_Fraser",1975,"Lion Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45601,"L-06-14",NA
"Sk_Fraser",1975,"Lion Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,46772,"L-10-01",NA
"Sk_Fraser",1975,"Lovell Creek","Takla-Trembleur - Early Stuart",16,6,6,16,NA,NA,45594,"L-06-14",NA
"Sk_Fraser",1975,"Maclaing Creek","Takla-Trembleur - Early Stuart",74,29,29,74,NA,NA,45591,"L-06-14",NA
"Sk_Fraser",1975,"McDougall Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45579,"L-06-14",NA
"Sk_Fraser",1975,"Narrows Creek","Takla-Trembleur - Early Stuart",1704,662,662,1704,NA,NA,45586,"L-06-14",NA
"Sk_Fraser",1975,"O'Ne-ell Creek","Takla-Trembleur - Early Stuart",25124,10165,10165,25124,NA,NA,45570,"L-06-14",NA
"Sk_Fraser",1975,"Paula Creek","Takla-Trembleur - Early Stuart",2292,725,725,2292,NA,NA,45557,"L-06-14",NA
"Sk_Fraser",1975,"Point Creek","Takla-Trembleur - Early Stuart",50,20,20,50,NA,NA,45585,"L-06-14",NA
"Sk_Fraser",1975,"Porter Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45602,"L-06-14",NA
"Sk_Fraser",1975,"Sakeniche River","Takla-Trembleur - Early Stuart",56,23,23,56,NA,NA,45577,"L-06-14",NA
"Sk_Fraser",1975,"Sakeniche River","Takla-Trembleur - Early Stuart",56,23,23,56,NA,NA,45578,"L-06-13",NA
"Sk_Fraser",1975,"Sandpoint Creek","Takla-Trembleur - Early Stuart",1955,792,792,1955,NA,NA,45576,"L-06-14",NA
"Sk_Fraser",1975,"Shale Creek","Takla-Trembleur - Early Stuart",81,32,32,81,NA,NA,45588,"L-06-14",NA
"Sk_Fraser",1975,"Sidney Creek","Takla-Trembleur - Early Stuart",2182,964,964,2182,NA,NA,45558,"L-06-14",NA
"Sk_Fraser",1975,"Sinta Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45580,"L-06-14",NA
"Sk_Fraser",1975,"Van Decar Creek","Takla-Trembleur - Early Stuart",8543,3370,3370,8543,NA,NA,45569,"L-06-14",NA
"Sk_Fraser",1975,"Big Silver Creek","Harrison (D/S) - Late",31,16,16,31,NA,NA,46072,"L-03-03",NA
"Sk_Fraser",1975,"Birkenhead River","Lillooet-Harrison - Late",92928,19653,19653,92928,NA,NA,46098,"L-04-01",NA
"Sk_Fraser",1975,"Harrison River","Harrison River - Late",5987,3381,3381,5987,NA,NA,46030,"R-03",NA
"Sk_Fraser",1975,"Railroad Creek","Lillooet-Harrison - Late",45,26,26,45,NA,NA,46147,"L-04-01",NA
"Sk_Fraser",1975,"Weaver Channel","Harrison (U/S) - Late",19816,9781,9781,19816,NA,NA,45087,"L-03-04",NA
"Sk_Fraser",1975,"Weaver Creek","Harrison (U/S) - Late",12195,6252,6252,12195,NA,NA,46044,"L-03-04",NA
"Sk_Fraser",1975,"Adams River, lower","Shuswap Complex - Late",148187,75119,75119,148187,NA,NA,46238,"L-09-02",NA
"Sk_Fraser",1975,"Adams River, lower","Shuswap Complex - Late",148187,75119,75119,148187,NA,NA,46239,"L-09-03",NA
"Sk_Fraser",1975,"Anstey River","Shuswap Complex - Late",0,0,0,0,NA,NA,46348,"L-09-02",NA
"Sk_Fraser",1975,"Anstey River","Shuswap Complex - Late",0,0,0,0,NA,NA,46349,"L-09-03",NA
"Sk_Fraser",1975,"Eagle River","Shuswap Complex - Late",455,237,237,455,NA,NA,46358,"L-09-02",NA
"Sk_Fraser",1975,"Eagle River","Shuswap Complex - Late",455,237,237,455,NA,NA,46359,"L-09-03",NA
"Sk_Fraser",1975,"Hunakwa Creek","Shuswap Complex - Late",0,0,0,0,NA,NA,46338,"L-09-02",NA
"Sk_Fraser",1975,"Hunakwa Creek","Shuswap Complex - Late",0,0,0,0,NA,NA,46339,"L-09-03",NA
"Sk_Fraser",1975,"Little River","Shuswap Complex - Late",7268,3749,3749,7268,NA,NA,46228,"L-09-03",NA
"Sk_Fraser",1975,"Lower Shuswap River","Shuswap Complex - Late",11652,6006,6006,11652,NA,NA,46429,"L-09-03",NA
"Sk_Fraser",1975,"Middle Shuswap River","Shuswap Complex - Late",227,118,118,227,NA,NA,46439,"L-09-02",NA
"Sk_Fraser",1975,"Middle Shuswap River","Shuswap Complex - Late",227,118,118,227,NA,NA,46440,"L-09-03",NA
"Sk_Fraser",1975,"Momich River","Shuswap Complex - Late",0,0,0,0,NA,NA,46269,"L-09-03",NA
"Sk_Fraser",1975,"Salmon River","Shuswap Complex - Late",0,0,0,0,NA,NA,46399,"L-09-02",NA
"Sk_Fraser",1975,"Salmon River","Shuswap Complex - Late",0,0,0,0,NA,NA,46400,"L-09-03",NA
"Sk_Fraser",1975,"Scotch Creek","Shuswap Complex - Late",164,83,83,164,NA,NA,46288,"L-09-02",NA
"Sk_Fraser",1975,"Scotch Creek","Shuswap Complex - Late",164,83,83,164,NA,NA,46289,"L-09-03",NA
"Sk_Fraser",1975,"Seymour River","Shuswap Complex - Late",0,0,0,0,NA,NA,46328,"L-09-02",NA
"Sk_Fraser",1975,"Seymour River","Shuswap Complex - Late",0,0,0,0,NA,NA,46329,"L-09-03",NA
"Sk_Fraser",1975,"Shuswap Lake - Anstey Arm","Shuswap Complex - Late",81,30,30,81,NA,NA,7421,"L-09-03",NA
"Sk_Fraser",1975,"Shuswap Lake - Main Arm","Shuswap Complex - Late",513,189,189,513,NA,NA,7424,"L-09-03",NA
"Sk_Fraser",1975,"Shuswap Lake - Salmon Arm","Shuswap Complex - Late",0,0,0,0,NA,NA,7423,"L-09-03",NA
"Sk_Fraser",1975,"Shuswap Lake - Seymour Arm","Shuswap Complex - Late",0,0,0,0,NA,NA,7422,"L-09-03",NA
"Sk_Fraser",1975,"Sinmax Creek","Shuswap Complex - Late",2,1,1,2,NA,NA,46258,"L-09-02",NA
"Sk_Fraser",1975,"Sinmax Creek","Shuswap Complex - Late",2,1,1,2,NA,NA,46259,"L-09-03",NA
"Sk_Fraser",1975,"South Thompson River","Shuswap Complex - Late",16,8,8,16,NA,NA,46218,"L-09-03",NA
"Sk_Fraser",1975,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45559,"L-06-14",NA
"Sk_Fraser",1975,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45560,"L-06-13",NA
"Sk_Fraser",1975,"Kuzkwa Creek","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45554,"L-06-13",NA
"Sk_Fraser",1975,"Middle River","Takla-Trembleur-Stuart - Summer",6704,2676,2676,6704,NA,NA,45552,"L-06-13",NA
"Sk_Fraser",1975,"Pinchi Creek","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45539,"L-06-13",NA
"Sk_Fraser",1975,"Sakeniche River","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45577,"L-06-14",NA
"Sk_Fraser",1975,"Sakeniche River","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45578,"L-06-13",NA
"Sk_Fraser",1975,"Tachie River","Takla-Trembleur-Stuart - Summer",7525,3003,3003,7525,NA,NA,45549,"L-06-13",NA
"Sk_Fraser",1975,"Chilliwack Lake","Chilliwack - Early Summer",260,130,130,260,NA,NA,45092,"L-03-01",NA
"Sk_Fraser",1975,"Cultus Lake","Cultus - Late",11478,0,0,11478,NA,NA,45093,"L-03-02",NA
"Sk_Fraser",1975,"Nahatlatch River","Nahatlatch - Early Summer",2909,1566,1566,2909,NA,NA,47157,"L-05-02",NA
"Sk_Fraser",1975,"Upper Pitt River","Pitt - Early Summer",39942,19589,19589,39942,NA,NA,47917,"L-03-05",NA
"Sk_Fraser",1975,"Widgeon Slough","Widgeon - Late",936,566,566,936,NA,NA,47954,"R-02",NA
"Sk_Fraser",1975,"Early Nadina River","Francois (First Run) - Early Summer (extirpated?)",481,297,297,481,NA,NA,NA,NA,NA
"Sk_Fraser",1975,"Endako River","Nadina-Francois - Early Summer",192,119,119,192,NA,NA,NA,NA,NA
"Sk_Fraser",1975,"Late Nadina Channel","Nadina-Francois - Early Summer",11306,5742,5742,11306,NA,NA,45525,"L-06-20",NA
"Sk_Fraser",1975,"Late Nadina River","Nadina-Francois - Early Summer",4013,2616,2616,4013,NA,NA,45525,"L-06-20",NA
"Sk_Fraser",1975,"Nithi River","Francois-Fraser - Summer",1144,564,564,1144,NA,NA,45522,"L-06-07",NA
"Sk_Fraser",1975,"Ormond Creek","Francois-Fraser - Summer",0,0,0,0,NA,NA,NA,NA,NA
"Sk_Fraser",1975,"Stellako River","Francois-Fraser - Summer",176079,68451,68451,176079,NA,NA,46013,"L-06-07",NA
"Sk_Fraser",1975,"Barriere River","Kamloops - Summer",0,0,0,0,NA,NA,46600,"L-10-01",NA
"Sk_Fraser",1975,"Barriere River, upper","North Barriere - Early Summer",4127,2181,2181,4127,NA,NA,3416,"L-10-03",NA
"Sk_Fraser",1975,"Clearwater River","Kamloops - Summer",0,0,0,0,NA,NA,46680,"L-10-01",NA
"Sk_Fraser",1975,"North Thompson River","Kamloops - Summer",123,63,63,123,NA,NA,46580,"L-10-01",NA
"Sk_Fraser",1975,"Raft River","Kamloops - Summer",2664,1391,1391,2664,NA,NA,46710,"L-10-01",NA
"Sk_Fraser",1975,"Horsefly River, upper","Quesnel - Summer",101,53,53,101,NA,NA,45097,"L-06-10",NA
"Sk_Fraser",1975,"Little Horsefly River","Quesnel - Summer",0,0,0,0,NA,NA,46903,"L-06-10",NA
"Sk_Fraser",1975,"McKinley Creek","Quesnel - Summer",100,52,52,100,NA,NA,45043,"L-06-10",NA
"Sk_Fraser",1975,"Mitchell River","Quesnel - Summer",0,0,0,0,NA,NA,46913,"L-06-10",NA
"Sk_Fraser",1975,"Gates Channel","Anderson-Seton - Early Summer",3768,1006,1006,3768,NA,NA,45102,"L-06-01",NA
"Sk_Fraser",1975,"Gates Creek","Anderson-Seton - Early Summer",788,240,240,788,NA,NA,NA,NA,NA
"Sk_Fraser",1975,"Portage Creek","Seton - Late",3829,1631,1631,3829,NA,NA,47181,"L-06-11",NA
"Sk_Fraser",1975,"Bowron River, upper","Bowron - Early Summer",29700,14735,14735,29700,NA,NA,47419,"L-07-01",NA
"Sk_Fraser",1976,"Chilko River","Chilko - Summer",364311,211581,211581,364311,NA,NA,46843,"L-06-03",NA
"Sk_Fraser",1976,"S. End Chilko Lake","Chilko - Early Summer",23156,16745,16745,23156,NA,NA,45081,"L-06-02",NA
"Sk_Fraser",1976,"Taseko Lake","Taseko - Early Summer",634,375,375,634,NA,NA,46853,"L-06-16",NA
"Sk_Fraser",1976,"Adams River, upper","Shuswap - Early Summer",40,24,24,40,NA,NA,46249,"L-09-03",NA
"Sk_Fraser",1976,"Eagle River","Shuswap - Early Summer",0,0,0,0,NA,NA,46358,"L-09-02",NA
"Sk_Fraser",1976,"Eagle River","Shuswap - Early Summer",0,0,0,0,NA,NA,46359,"L-09-03",NA
"Sk_Fraser",1976,"Momich River, lower","Shuswap - Early Summer",1998,1148,1148,1998,NA,NA,NA,NA,NA
"Sk_Fraser",1976,"Scotch Creek","Shuswap - Early Summer",41,20,20,41,NA,NA,46288,"L-09-02",NA
"Sk_Fraser",1976,"Scotch Creek","Shuswap - Early Summer",41,20,20,41,NA,NA,46289,"L-09-03",NA
"Sk_Fraser",1976,"Seymour River","Shuswap - Early Summer",8489,4898,4898,8489,NA,NA,46328,"L-09-02",NA
"Sk_Fraser",1976,"Seymour River","Shuswap - Early Summer",8489,4898,4898,8489,NA,NA,46329,"L-09-03",NA
"Sk_Fraser",1976,"15 Mile Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45590,"L-06-14",NA
"Sk_Fraser",1976,"25 Mile Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45587,"L-06-14",NA
"Sk_Fraser",1976,"25 Mile Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,46152,"L-04-01",NA
"Sk_Fraser",1976,"Ankwill Creek","Takla-Trembleur - Early Stuart",32,14,14,32,NA,NA,45596,"L-06-14",NA
"Sk_Fraser",1976,"Bivouac Creek","Takla-Trembleur - Early Stuart",321,162,162,321,NA,NA,45574,"L-06-14",NA
"Sk_Fraser",1976,"Blanchet Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45589,"L-06-14",NA
"Sk_Fraser",1976,"Crow Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45583,"L-06-14",NA
"Sk_Fraser",1976,"Driftwood River","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45598,"L-06-14",NA
"Sk_Fraser",1976,"Dust Creek","Takla-Trembleur - Early Stuart",62,19,19,62,NA,NA,45581,"L-06-14",NA
"Sk_Fraser",1976,"Dust Creek","Takla-Trembleur - Early Stuart",62,19,19,62,NA,NA,45582,"L-06-13",NA
"Sk_Fraser",1976,"Fleming Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45556,"L-06-14",NA
"Sk_Fraser",1976,"Forfar Creek","Takla-Trembleur - Early Stuart",1249,737,737,1249,NA,NA,45571,"L-06-14",NA
"Sk_Fraser",1976,"French Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45595,"L-06-14",NA
"Sk_Fraser",1976,"Frypan Creek","Takla-Trembleur - Early Stuart",38,19,19,38,NA,NA,45593,"L-06-14",NA
"Sk_Fraser",1976,"Gluske Creek","Takla-Trembleur - Early Stuart",966,543,543,966,NA,NA,45572,"L-06-14",NA
"Sk_Fraser",1976,"Hudson Bay Creek","Takla-Trembleur - Early Stuart",2,0,0,2,NA,NA,45592,"L-06-14",NA
"Sk_Fraser",1976,"Leo Creek","Takla-Trembleur - Early Stuart",178,69,69,178,NA,NA,45575,"L-06-14",NA
"Sk_Fraser",1976,"Lovell Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45594,"L-06-14",NA
"Sk_Fraser",1976,"Maclaing Creek","Takla-Trembleur - Early Stuart",27,10,10,27,NA,NA,45591,"L-06-14",NA
"Sk_Fraser",1976,"McDougall Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45579,"L-06-14",NA
"Sk_Fraser",1976,"Narrows Creek","Takla-Trembleur - Early Stuart",244,115,115,244,NA,NA,45586,"L-06-14",NA
"Sk_Fraser",1976,"O'Ne-ell Creek","Takla-Trembleur - Early Stuart",6727,3605,3605,6727,NA,NA,45570,"L-06-14",NA
"Sk_Fraser",1976,"Paula Creek","Takla-Trembleur - Early Stuart",68,36,36,68,NA,NA,45557,"L-06-14",NA
"Sk_Fraser",1976,"Point Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45585,"L-06-14",NA
"Sk_Fraser",1976,"Sandpoint Creek","Takla-Trembleur - Early Stuart",392,199,199,392,NA,NA,45576,"L-06-14",NA
"Sk_Fraser",1976,"Shale Creek","Takla-Trembleur - Early Stuart",68,33,33,68,NA,NA,45588,"L-06-14",NA
"Sk_Fraser",1976,"Sidney Creek","Takla-Trembleur - Early Stuart",184,69,69,184,NA,NA,45558,"L-06-14",NA
"Sk_Fraser",1976,"Sinta Creek","Takla-Trembleur - Early Stuart",0,0,0,0,NA,NA,45580,"L-06-14",NA
"Sk_Fraser",1976,"Van Decar Creek","Takla-Trembleur - Early Stuart",2090,1162,1162,2090,NA,NA,45569,"L-06-14",NA
"Sk_Fraser",1976,"Big Silver Creek","Harrison (D/S) - Late",1642,633,633,1642,NA,NA,46072,"L-03-03",NA
"Sk_Fraser",1976,"Birkenhead River","Lillooet-Harrison - Late",108121,50023,50023,108121,NA,NA,46098,"L-04-01",NA
"Sk_Fraser",1976,"Harrison River","Harrison River - Late",5130,2933,2933,5130,NA,NA,46030,"R-03",NA
"Sk_Fraser",1976,"Railroad Creek","Lillooet-Harrison - Late",160,112,112,160,NA,NA,46147,"L-04-01",NA
"Sk_Fraser",1976,"Weaver Channel","Harrison (U/S) - Late",28211,15565,15565,28211,NA,NA,45087,"L-03-04",NA
"Sk_Fraser",1976,"Weaver Creek","Harrison (U/S) - Late",22867,12678,12678,22867,NA,NA,46044,"L-03-04",NA
"Sk_Fraser",1976,"Adams River, lower","Shuswap Complex - Late",5013,2950,2950,5013,NA,NA,46238,"L-09-02",NA
"Sk_Fraser",1976,"Adams River, lower","Shuswap Complex - Late",5013,2950,2950,5013,NA,NA,46239,"L-09-03",NA
"Sk_Fraser",1976,"Little River","Shuswap Complex - Late",175,103,103,175,NA,NA,46228,"L-09-03",NA
"Sk_Fraser",1976,"Lower Shuswap River","Shuswap Complex - Late",400,19,19,400,NA,NA,46429,"L-09-03",NA
"Sk_Fraser",1976,"Middle Shuswap River","Shuswap Complex - Late",0,0,0,0,NA,NA,46439,"L-09-02",NA
"Sk_Fraser",1976,"Middle Shuswap River","Shuswap Complex - Late",0,0,0,0,NA,NA,46440,"L-09-03",NA
"Sk_Fraser",1976,"Scotch Creek","Shuswap Complex - Late",0,0,0,0,NA,NA,46288,"L-09-02",NA
"Sk_Fraser",1976,"Scotch Creek","Shuswap Complex - Late",0,0,0,0,NA,NA,46289,"L-09-03",NA
"Sk_Fraser",1976,"Shuswap Lake","Shuswap Complex - Late",0,0,0,0,NA,NA,45764,"L-09-03",NA
"Sk_Fraser",1976,"South Thompson River","Shuswap Complex - Late",0,0,0,0,NA,NA,46218,"L-09-03",NA
"Sk_Fraser",1976,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",33,14,14,33,NA,NA,45559,"L-06-14",NA
"Sk_Fraser",1976,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",33,14,14,33,NA,NA,45560,"L-06-13",NA
"Sk_Fraser",1976,"Kuzkwa Creek","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45554,"L-06-13",NA
"Sk_Fraser",1976,"Middle River","Takla-Trembleur-Stuart - Summer",330,185,185,330,NA,NA,45552,"L-06-13",NA
"Sk_Fraser",1976,"Pinchi Creek","Takla-Trembleur-Stuart - Summer",0,0,0,0,NA,NA,45539,"L-06-13",NA
"Sk_Fraser",1976,"Tachie River","Takla-Trembleur-Stuart - Summer",2637,1475,1475,2637,NA,NA,45549,"L-06-13",NA
"Sk_Fraser",1976,"Chilliwack Lake","Chilliwack - Early Summer",1300,784,784,1300,NA,NA,45092,"L-03-01",NA
"Sk_Fraser",1976,"Cultus Lake","Cultus - Late",4450,0,0,4450,NA,NA,45093,"L-03-02",NA
"Sk_Fraser",1976,"Nahatlatch Lake","Nahatlatch - Early Summer",0,0,0,0,NA,NA,45094,"L-05-02",NA
"Sk_Fraser",1976,"Nahatlatch River","Nahatlatch - Early Summer",1737,1063,1063,1737,NA,NA,47157,"L-05-02",NA
"Sk_Fraser",1976,"Upper Pitt River","Pitt - Early Summer",36530,18213,18213,36530,NA,NA,47917,"L-03-05",NA
"Sk_Fraser",1976,"Widgeon Slough","Widgeon - Late",1391,722,722,1391,NA,NA,47954,"R-02",NA
"Sk_Fraser",1976,"Bridge River","Middle Fraser - Summer",74,0,0,74,NA,NA,NA,NA,NA
"Sk_Fraser",1976,"Early Nadina River","Francois (First Run) - Early Summer (extirpated?)",101,52,52,101,NA,NA,NA,NA,NA
"Sk_Fraser",1976,"Endako River","Nadina-Francois - Early Summer",40,20,20,40,NA,NA,NA,NA,NA
"Sk_Fraser",1976,"Late Nadina Channel","Nadina-Francois - Early Summer",1394,702,702,1394,NA,NA,45525,"L-06-20",NA
"Sk_Fraser",1976,"Late Nadina River","Nadina-Francois - Early Summer",279,144,144,279,NA,NA,45525,"L-06-20",NA
"Sk_Fraser",1976,"Nithi River","Francois-Fraser - Summer",0,0,0,0,NA,NA,45522,"L-06-07",NA
"Sk_Fraser",1976,"Ormond Creek","Francois-Fraser - Summer",30,15,15,30,NA,NA,NA,NA,NA
"Sk_Fraser",1976,"Stellako River","Francois-Fraser - Summer",150741,63865,63865,150741,NA,NA,46013,"L-06-07",NA
"Sk_Fraser",1976,"Barriere River","Kamloops - Summer",85,49,49,85,NA,NA,46600,"L-10-01",NA
"Sk_Fraser",1976,"Barriere River, upper","North Barriere - Early Summer",4090,2373,2373,4090,NA,NA,3416,"L-10-03",NA
"Sk_Fraser",1976,"North Thompson River","Kamloops - Summer",500,224,224,500,NA,NA,46580,"L-10-01",NA
"Sk_Fraser",1976,"Raft River","Kamloops - Summer",8684,3976,3976,8684,NA,NA,46710,"L-10-01",NA
"Sk_Fraser",1976,"Horsefly River, lower","Quesnel - Summer",2,1,1,2,NA,NA,46893,"L-06-10",NA
"Sk_Fraser",1976,"Horsefly River, upper","Quesnel - Summer",1277,31,31,1277,NA,NA,45097,"L-06-10",NA
"Sk_Fraser",1976,"Little Horsefly River","Quesnel - Summer",32,0,0,32,NA,NA,46903,"L-06-10",NA
"Sk_Fraser",1976,"McKinley Creek, lower","Quesnel - Summer",783,172,172,783,NA,NA,45043,"L-06-10",NA
"Sk_Fraser",1976,"McKinley Creek, upper","Quesnel - Summer",2,1,1,2,NA,NA,45098,"L-06-10",NA
"Sk_Fraser",1976,"Mitchell River","Quesnel - Summer",101,4,4,101,NA,NA,46913,"L-06-10",NA
"Sk_Fraser",1976,"Moffat Creek","Quesnel - Summer",0,0,0,0,NA,NA,45042,"L-06-10",NA
"Sk_Fraser",1976,"Gates Channel","Anderson-Seton - Early Summer",14855,7384,7384,14855,NA,NA,45102,"L-06-01",NA
"Sk_Fraser",1976,"Gates Creek","Anderson-Seton - Early Summer",2889,1436,1436,2889,NA,NA,NA,NA,NA
"Sk_Fraser",1976,"Portage Creek","Seton - Late",3800,753,753,3800,NA,NA,47181,"L-06-11",NA
"Sk_Fraser",1976,"Bowron River, upper","Bowron - Early Summer",2250,1069,1069,2250,NA,NA,47419,"L-07-01",NA
"Sk_Fraser",1977,"Chilko River","Chilko - Summer",54322,19832,19832,54322,NA,NA,46843,"L-06-03",NA
"Sk_Fraser",1977,"S. End Chilko Lake","Chilko - Early Summer",2460,553,553,2460,NA,NA,45081,"L-06-02",NA
"Sk_Fraser",1977,"Taseko Lake","Taseko - Early Summer",0,0,0,0,NA,NA,46853,"L-06-16",NA
"Sk_Fraser",1977,"Adams River, upper","Shuswap - Early Summer",0,0,0,0,NA,NA,46249,"L-09-03",NA
"Sk_Fraser",1977,"Cayenne Creek","Shuswap - Early Summer",40,22,22,40,NA,NA,NA,NA,NA
"Sk_Fraser",1977,"Eagle River","Shuswap - Early Summer",65,36,36,65,NA,NA,46358,"L-09-02",NA
"Sk_Fraser",1977,"Eagle River","Shuswap - Early Summer",65,36,36,65,NA,NA,46359,"L-09-03",NA
"Sk_Fraser",1977,"Momich River, lower","Shuswap - Early Summer",11,6,6,11,NA,NA,NA,NA,NA
"Sk_Fraser",1977,"Scotch Creek","Shuswap - Early Summer",13586,6702,6702,13586,NA,NA,46288,"L-09-02",NA
"Sk_Fraser",1977,"Scotch Creek","Shuswap - Early Summer",13586,6702,6702,13586,NA,NA,46289,"L-09-03",NA
"Sk_Fraser",1977,"Seymour River","Shuswap - Early Summer",5911,2883,2883,5911,NA,NA,46328,"L-09-02",NA
"Sk_Fraser",1977,"Seymour River","Shuswap - Early Summer",5911,2883,2883,5911,NA,NA,46329,"L-09-03",NA
"Sk_Fraser",1977,"15 Mile Creek","Takla-Trembleur - Early Stuart",452,312,312,452,NA,NA,45590,"L-06-14",NA
"Sk_Fraser",1977,"25 Mile Creek","Takla-Trembleur - Early Stuart",164,81,81,164,NA,NA,45587,"L-06-14",NA
"Sk_Fraser",1977,"25 Mile Creek","Takla-Trembleur - Early Stuart",164,81,81,164,NA,NA,46152,"L-04-01",NA
"Sk_Fraser",1977,"Ankwill Creek","Takla-Trembleur - Early Stuart",6287,3253,3253,6287,NA,NA,45596,"L-06-14",NA
"Sk_Fraser",1977,"Bates Creek","Takla-Trembleur - Early Stuart",254,118,118,254,NA,NA,45597,"L-06-14",NA
"Sk_Fraser",1977,"Bivouac Creek","Takla-Trembleur - Early Stuart",952,482,482,952,NA,NA,45574,"L-06-14",NA
"Sk_Fraser",1977,"Blanchet Creek","Takla-Trembleur - Early Stuart",167,103,103,167,NA,NA,45589,"L-06-14",NA
"Sk_Fraser",1977,"Crow Creek","Takla-Trembleur - Early Stuart",650,364,364,650,NA,NA,45583,"L-06-14",NA
"Sk_Fraser",1977,"Driftwood River","Takla-Trembleur - Early Stuart",54568,26451,26451,54568,NA,NA,45598,"L-06-14",NA
"Sk_Fraser",1977,"Dust Creek","Takla-Trembleur - Early Stuart",16200,5325,5325,16200,NA,NA,45581,"L-06-14",NA
"Sk_Fraser",1977,"Dust Creek","Takla-Trembleur - Early Stuart",16200,5325,5325,16200,NA,NA,45582,"L-06-13",NA
"Sk_Fraser",1977,"Fleming Creek","Takla-Trembleur - Early Stuart",621,175,175,621,NA,NA,45556,"L-06-14",NA
"Sk_Fraser",1977,"Forfar Creek","Takla-Trembleur - Early Stuart",3628,1650,1650,3628,NA,NA,45571,"L-06-14",NA
"Sk_Fraser",1977,"French Creek","Takla-Trembleur - Early Stuart",695,282,282,695,NA,NA,45595,"L-06-14",NA
"Sk_Fraser",1977,"Frypan Creek","Takla-Trembleur - Early Stuart",4383,1873,1873,4383,NA,NA,45593,"L-06-14",NA
"Sk_Fraser",1977,"Gluske Creek","Takla-Trembleur - Early Stuart",4646,2264,2264,4646,NA,NA,45572,"L-06-14",NA
"Sk_Fraser",1977,"Hooker Creek","Takla-Trembleur - Early Stuart",252,158,158,252,NA,NA,45584,"L-06-14",NA
"Sk_Fraser",1977,"Hudson Bay Creek","Takla-Trembleur - Early Stuart",432,187,187,432,NA,NA,45592,"L-06-14",NA
"Sk_Fraser",1977,"Leo Creek","Takla-Trembleur - Early Stuart",646,200,200,646,NA,NA,45575,"L-06-14",NA
