"CU_ID","Species","Stock","Label","Year","Metric","Value","LBM","UBM","Status"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Total",2016,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Total",2017,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Total",2018,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2015,"RelAbd",7892.6939,5000,17800,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2016,"RelAbd",9537.5543,5000,17800,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2017,"RelAbd",10332.378,5000,17800,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2018,"RelAbd",9346.3456,5000,17800,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2015,"AbsAbd",7892.6939,1000,10000,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2016,"AbsAbd",9537.5543,1000,10000,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2017,"AbsAbd",10332.378,1000,10000,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2018,"AbsAbd",9346.3456,1000,10000,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2015,"LongTrend",1.66,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2016,"LongTrend",1.97,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2017,"LongTrend",2.11,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2018,"LongTrend",1.91,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2015,"PercChange",-35.7071,-25,-15,"Red"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2016,"PercChange",-10.9966,-25,-15,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2017,"PercChange",1.6964,-25,-15,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2018,"PercChange",-10.0615,-25,-15,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2015,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2016,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2017,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForAbd_Wild",2018,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2015,"RelAbd",4324.6531,5000,17800,"Red"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2016,"RelAbd",5299.6521,5000,17800,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2017,"RelAbd",5808.1991,5000,17800,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2018,"RelAbd",5256.7038,5000,17800,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2015,"AbsAbd",4324.6531,1000,10000,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2016,"AbsAbd",5299.6521,1000,10000,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2017,"AbsAbd",5808.1991,1000,10000,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2018,"AbsAbd",5256.7038,1000,10000,"Amber"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2015,"LongTrend",1.69,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2016,"LongTrend",2.03,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2017,"LongTrend",2.21,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2018,"LongTrend",1.99,0.5,0.75,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2015,"PercChange",-36.0911,-25,-15,"Red"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2016,"PercChange",-12.1731,-25,-15,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2017,"PercChange",-0.0971,-25,-15,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2018,"PercChange",-10.0371,-25,-15,"Green"
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-2","Sockeye","Kamloops_ES","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2015,"RelAbd",42789.3699,26153.4885340048,63540.9496275233,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2016,"RelAbd",40688.6269,26444.2444805646,63501.1511140796,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2017,"RelAbd",34500.2179,26735.0004271243,63461.3526006359,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2018,"RelAbd",30093.6165,25862.7325874451,63170.7098274326,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2015,"AbsAbd",42789.3699,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2016,"AbsAbd",40688.6269,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2017,"AbsAbd",34500.2179,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2018,"AbsAbd",30093.6165,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2015,"LongTrend",1.07,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2016,"LongTrend",1.01,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2017,"LongTrend",0.86,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2018,"LongTrend",0.76,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2015,"PercChange",1.1066,-25,-15,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2016,"PercChange",-37.4866,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2017,"PercChange",-70.5009,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2018,"PercChange",-66.5639,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2015,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2016,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2017,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Total",2018,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2015,"RelAbd",22758.6597,17610.6684886532,39014.9032343352,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2016,"RelAbd",22066.1343,17810.8134144421,38908.9940151051,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2017,"RelAbd",19048.1642,17210.3786370754,38803.0847958749,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2018,"RelAbd",16695.2098,16964.5691383463,38576.0584911542,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2015,"AbsAbd",22758.6597,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2016,"AbsAbd",22066.1343,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2017,"AbsAbd",19048.1642,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2018,"AbsAbd",16695.2098,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2015,"LongTrend",0.81,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2016,"LongTrend",0.79,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2017,"LongTrend",0.69,0.5,0.75,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2018,"LongTrend",0.61,0.5,0.75,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2015,"PercChange",-71.1448,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2016,"PercChange",-68.5225,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2017,"PercChange",-68.0285,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2018,"PercChange",-66.0035,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2015,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2016,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2017,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Total",2018,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2015,"RelAbd",42789.3699,26153.4885340048,63540.9496275233,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2016,"RelAbd",40688.6269,26444.2444805646,63501.1511140796,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2017,"RelAbd",34500.2179,26735.0004271243,63461.3526006359,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2018,"RelAbd",30093.6165,25862.7325874451,63170.7098274326,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2015,"AbsAbd",42789.3699,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2016,"AbsAbd",40688.6269,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2017,"AbsAbd",34500.2179,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2018,"AbsAbd",30093.6165,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2015,"LongTrend",1.07,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2016,"LongTrend",1.01,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2017,"LongTrend",0.86,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2018,"LongTrend",0.76,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2015,"PercChange",1.5253,-25,-15,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2016,"PercChange",-37.9405,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2017,"PercChange",-70.7434,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2018,"PercChange",-66.4644,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2015,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2016,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2017,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForAbd_Wild",2018,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2015,"RelAbd",22758.6597,17610.6684886532,39014.9032343352,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2016,"RelAbd",22066.1343,17810.8134144421,38908.9940151051,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2017,"RelAbd",19048.1642,17210.3786370754,38803.0847958749,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2018,"RelAbd",16695.2098,16964.5691383463,38576.0584911542,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2015,"AbsAbd",22758.6597,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2016,"AbsAbd",22066.1343,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2017,"AbsAbd",19048.1642,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2018,"AbsAbd",16695.2098,1000,10000,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2015,"LongTrend",0.81,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2016,"LongTrend",0.79,0.5,0.75,"Green"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2017,"LongTrend",0.69,0.5,0.75,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2018,"LongTrend",0.61,0.5,0.75,"Amber"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2015,"PercChange",-71.142,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2016,"PercChange",-68.6322,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2017,"PercChange",-67.8185,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2018,"PercChange",-65.8519,-25,-15,"Red"
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-12","Sockeye","Lillooet_Harr_L","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0.0333,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2015,"RelAbd",16496.4265,5005.25431881863,10096.7260363072,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2016,"RelAbd",19603.5866,5256.65526703792,10235.6105728972,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2017,"RelAbd",21383.5283,5508.05621525721,10456.6142165468,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2018,"RelAbd",23002.1247,5559.00004939238,10502.0882244795,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2015,"AbsAbd",16496.4265,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2016,"AbsAbd",19603.5866,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2017,"AbsAbd",21383.5283,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2018,"AbsAbd",23002.1247,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2015,"LongTrend",2.36,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2016,"LongTrend",2.75,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2017,"LongTrend",2.96,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2018,"LongTrend",3.13,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2015,"PercChange",221.3176,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2016,"PercChange",323.8758,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2017,"PercChange",262.8244,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2018,"PercChange",298.5244,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2015,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2016,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2017,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Total",2018,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2015,"RelAbd",7897.2193,2832.93547446025,5302.80687717673,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2016,"RelAbd",9904.7575,2990.56892860801,5344.60008731161,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2017,"RelAbd",11120.1935,3148.20238275578,5456.27746597562,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2018,"RelAbd",12241.7359,3157.34771943321,5532.72627340197,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2015,"AbsAbd",7897.2193,1000,10000,"Amber"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2016,"AbsAbd",9904.7575,1000,10000,"Amber"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2017,"AbsAbd",11120.1935,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2018,"AbsAbd",12241.7359,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2015,"LongTrend",2.08,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2016,"LongTrend",2.56,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2017,"LongTrend",2.83,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2018,"LongTrend",3.07,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2015,"PercChange",162.1544,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2016,"PercChange",271.2629,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2017,"PercChange",244.1134,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2018,"PercChange",299.826,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2015,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2016,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2017,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Total",2018,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2015,"RelAbd",16496.4265,5005.25431881863,10096.7260363072,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2016,"RelAbd",19603.5866,5256.65526703792,10235.6105728972,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2017,"RelAbd",21383.5283,5508.05621525721,10456.6142165468,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2018,"RelAbd",23002.1247,5559.00004939238,10502.0882244795,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2015,"AbsAbd",16496.4265,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2016,"AbsAbd",19603.5866,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2017,"AbsAbd",21383.5283,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2018,"AbsAbd",23002.1247,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2015,"LongTrend",2.36,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2016,"LongTrend",2.75,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2017,"LongTrend",2.96,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2018,"LongTrend",3.13,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2015,"PercChange",220.507,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2016,"PercChange",322.1278,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2017,"PercChange",256.9844,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2018,"PercChange",304.503,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2015,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2016,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2017,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForAbd_Wild",2018,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2015,"RelAbd",7897.2193,2832.93547446025,5302.80687717673,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2016,"RelAbd",9904.7575,2990.56892860801,5344.60008731161,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2017,"RelAbd",11120.1935,3148.20238275578,5456.27746597562,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2018,"RelAbd",12241.7359,3157.34771943321,5532.72627340197,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2015,"AbsAbd",7897.2193,1000,10000,"Amber"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2016,"AbsAbd",9904.7575,1000,10000,"Amber"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2017,"AbsAbd",11120.1935,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2018,"AbsAbd",12241.7359,1000,10000,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2015,"LongTrend",2.08,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2016,"LongTrend",2.56,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2017,"LongTrend",2.83,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2018,"LongTrend",3.07,0.5,0.75,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2015,"PercChange",163.8702,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2016,"PercChange",271.8774,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2017,"PercChange",242.6075,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2018,"PercChange",303.4727,-25,-15,"Green"
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-3","Sockeye","Nadina_Francois_ES","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0,NA,NA,NA
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2015,"RelAbd",2758.3647,0,3346.09297520081,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2016,"RelAbd",2589.7318,0,3301.97340375682,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2017,"RelAbd",2416.9547,0,3257.85383231283,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2018,"RelAbd",2222.7701,0,3230.76823584489,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2015,"AbsAbd",2758.3647,1000,10000,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2016,"AbsAbd",2589.7318,1000,10000,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2017,"AbsAbd",2416.9547,1000,10000,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2018,"AbsAbd",2222.7701,1000,10000,"Amber"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2015,"LongTrend",19.24,0.5,0.75,"Green"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2016,"LongTrend",17.3,0.5,0.75,"Green"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2017,"LongTrend",15.48,0.5,0.75,"Green"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2018,"LongTrend",13.69,0.5,0.75,"Green"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2015,"PercChange",13.9489,-25,-15,"Green"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2016,"PercChange",45.6281,-25,-15,"Green"
"CU-14","Sockeye","Nahatlatch_ES","SpnForAbd_Total",2017,"PercChange",68.9378,-25,-15,"Green"
