"","CU_ID","Species","Stock","Label","Year","Metric","Compare","LBM","UBM","Value","Status"
"181","CK-09","Chinook","Middle Fraser River-Portage_FA_1.3","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"182","CK-09","Chinook","Middle Fraser River-Portage_FA_1.3","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"183","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2015,"RelUBM",NA,3297.57765213466,5728.66171553497,NA,NA
"184","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2016,"RelUBM",NA,3305.82367332467,5425.09433377324,NA,NA
"185","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2017,"RelUBM",NA,3314.06969451469,5121.52695201151,NA,NA
"186","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2018,"RelUBM",4126.0647,3322.3157157047,4817.95957024978,0.856392553702166,"Amber"
"187","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2015,"AbsUBM",NA,1000,10000,NA,NA
"188","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2016,"AbsUBM",NA,1000,10000,NA,NA
"189","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2017,"AbsUBM",NA,1000,10000,NA,NA
"190","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2018,"AbsUBM",4126.0647,1000,10000,0.41260647,"Amber"
"191","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2015,"RelLBM",NA,3297.57765213466,5728.66171553497,NA,NA
"192","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2016,"RelLBM",NA,3305.82367332467,5425.09433377324,NA,NA
"193","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2017,"RelLBM",NA,3314.06969451469,5121.52695201151,NA,NA
"194","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2018,"RelLBM",4126.0647,3322.3157157047,4817.95957024978,1.24192432419831,"Amber"
"195","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2015,"AbsLBM",NA,1000,10000,NA,NA
"196","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2016,"AbsLBM",NA,1000,10000,NA,NA
"197","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2017,"AbsLBM",NA,1000,10000,NA,NA
"198","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForAbd_Wild",2018,"AbsLBM",4126.0647,1000,10000,4.1260647,"Amber"
"199","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2015,"LongTrend",NA,0.5,0.75,NA,NA
"200","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2016,"LongTrend",NA,0.5,0.75,NA,NA
"201","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2017,"LongTrend",NA,0.5,0.75,NA,NA
"202","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2018,"LongTrend",1.02,0.5,0.75,1.02,"Green"
"203","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2015,"PercChange",-38.8727,-25,-15,-38.8727,"Red"
"204","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2016,"PercChange",-45.7971,-25,-15,-45.7971,"Red"
"205","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2017,"PercChange",-43.2368,-25,-15,-43.2368,"Red"
"206","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2018,"PercChange",-36.1385,-25,-15,-36.1385,"Red"
"207","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0,NA,NA,0,NA
"208","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"209","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"210","CK-10","Chinook","Middle Fraser River_SP_1.3","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"211","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2015,"RelUBM",11844.106,8601.70641889349,16081.1263670814,0.736522164532285,"Amber"
"212","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2016,"RelUBM",11591.9344,8623.0507518917,15631.9847824615,0.741552308380297,"Amber"
"213","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2017,"RelUBM",11274.2174,8644.39508488991,15182.8431978415,0.742562987254115,"Amber"
"214","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2018,"RelUBM",10904.4531,8665.73941788812,14733.7016132215,0.740102751247163,"Amber"
"215","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2015,"AbsUBM",11844.106,1000,10000,1.1844106,"Green"
"216","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2016,"AbsUBM",11591.9344,1000,10000,1.15919344,"Green"
"217","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2017,"AbsUBM",11274.2174,1000,10000,1.12742174,"Green"
"218","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2018,"AbsUBM",10904.4531,1000,10000,1.09044531,"Green"
"219","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2015,"RelLBM",11844.106,8601.70641889349,16081.1263670814,1.37694841269921,"Amber"
"220","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2016,"RelLBM",11591.9344,8623.0507518917,15631.9847824615,1.34429620485035,"Amber"
"221","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2017,"RelLBM",11274.2174,8644.39508488991,15182.8431978415,1.30422282754139,"Amber"
"222","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2018,"RelLBM",10904.4531,8665.73941788812,14733.7016132215,1.25834075710731,"Amber"
"223","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2015,"AbsLBM",11844.106,1000,10000,11.844106,"Green"
"224","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2016,"AbsLBM",11591.9344,1000,10000,11.5919344,"Green"
"225","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2017,"AbsLBM",11274.2174,1000,10000,11.2742174,"Green"
"226","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForAbd_Wild",2018,"AbsLBM",10904.4531,1000,10000,10.9044531,"Green"
"227","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2015,"LongTrend",1.05,0.5,0.75,1.05,"Green"
"228","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2016,"LongTrend",1.03,0.5,0.75,1.03,"Green"
"229","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2017,"LongTrend",1,0.5,0.75,1,"Green"
"230","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2018,"LongTrend",0.97,0.5,0.75,0.97,"Green"
"231","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2015,"PercChange",-45.9529,-25,-15,-45.9529,"Red"
"232","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2016,"PercChange",-50.0779,-25,-15,-50.0779,"Red"
"233","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2017,"PercChange",-54.2963,-25,-15,-54.2963,"Red"
"234","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2018,"PercChange",-56.9178,-25,-15,-56.9178,"Red"
"235","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"236","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"237","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"238","CK-11","Chinook","Middle Fraser River_SU_1.3","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"239","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2015,"RelUBM",11561.687,975.292243001468,13905.9737498026,0.831418727520906,"Amber"
"240","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2016,"RelUBM",12023.1884,978.433621604832,13838.5085543036,0.868821112681319,"Amber"
"241","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2017,"RelUBM",12451.7879,981.575000208195,13731.7752874438,0.906786459824011,"Amber"
"242","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2018,"RelUBM",12544.6948,993.9733270423,13712.1412517634,0.914860383194108,"Amber"
"243","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2015,"AbsUBM",11561.687,1000,10000,1.1561687,"Green"
"244","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2016,"AbsUBM",12023.1884,1000,10000,1.20231884,"Green"
"245","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2017,"AbsUBM",12451.7879,1000,10000,1.24517879,"Green"
"246","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2018,"AbsUBM",12544.6948,1000,10000,1.25446948,"Green"
"247","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2015,"RelLBM",11561.687,975.292243001468,13905.9737498026,11.8545872613719,"Amber"
"248","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2016,"RelLBM",12023.1884,978.433621604832,13838.5085543036,12.2882003791729,"Amber"
"249","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2017,"RelLBM",12451.7879,981.575000208195,13731.7752874438,12.6855185771428,"Amber"
"250","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2018,"RelLBM",12544.6948,993.9733270423,13712.1412517634,12.6207559687023,"Amber"
"251","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2015,"AbsLBM",11561.687,1000,10000,11.561687,"Green"
"252","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2016,"AbsLBM",12023.1884,1000,10000,12.0231884,"Green"
"253","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2017,"AbsLBM",12451.7879,1000,10000,12.4517879,"Green"
"254","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForAbd_Wild",2018,"AbsLBM",12544.6948,1000,10000,12.5446948,"Green"
"255","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2015,"LongTrend",2.95,0.5,0.75,2.95,"Green"
"256","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2016,"LongTrend",2.95,0.5,0.75,2.95,"Green"
"257","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2017,"LongTrend",2.95,0.5,0.75,2.95,"Green"
"258","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2018,"LongTrend",2.88,0.5,0.75,2.88,"Green"
"259","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2015,"PercChange",-51.5563,-25,-15,-51.5563,"Red"
"260","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2016,"PercChange",-58.8025,-25,-15,-58.8025,"Red"
"261","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2017,"PercChange",-58.4449,-25,-15,-58.4449,"Red"
"262","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2018,"PercChange",-57.1673,-25,-15,-57.1673,"Red"
"263","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"264","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"265","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"266","CK-12","Chinook","Upper Fraser River_SP_1.3","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"267","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2015,"RelUBM",NA,34539.1805287695,78291.5333597624,NA,NA
"268","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2016,"RelUBM",NA,36715.6066700403,82200.9116022128,NA,NA
"269","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2017,"RelUBM",79604.4916,38892.032811311,85238.6976385189,0.93390084322484,"Amber"
"270","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2018,"RelUBM",82676.4828,41068.4589525817,84950.7096023059,0.973228866327867,"Amber"
"271","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2015,"AbsUBM",NA,1000,10000,NA,NA
"272","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2016,"AbsUBM",NA,1000,10000,NA,NA
"273","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2017,"AbsUBM",79604.4916,1000,10000,7.96044916,"Green"
"274","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2018,"AbsUBM",82676.4828,1000,10000,8.26764828,"Green"
"275","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2015,"RelLBM",NA,34539.1805287695,78291.5333597624,NA,NA
"276","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2016,"RelLBM",NA,36715.6066700403,82200.9116022128,NA,NA
"277","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2017,"RelLBM",79604.4916,38892.032811311,85238.6976385189,2.04680716963832,"Amber"
"278","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2018,"RelLBM",82676.4828,41068.4589525817,84950.7096023059,2.01313818216212,"Amber"
"279","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2015,"AbsLBM",NA,1000,10000,NA,NA
"280","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2016,"AbsLBM",NA,1000,10000,NA,NA
"281","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2017,"AbsLBM",79604.4916,1000,10000,79.6044916,"Green"
"282","CK-13","Chinook","South Thompson_SU_0.3","SpnForAbd_Wild",2018,"AbsLBM",82676.4828,1000,10000,82.6764828,"Green"
"283","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2015,"LongTrend",NA,0.5,0.75,NA,NA
"284","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2016,"LongTrend",NA,0.5,0.75,NA,NA
"285","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2017,"LongTrend",1.8,0.5,0.75,1.8,"Green"
"286","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2018,"LongTrend",1.81,0.5,0.75,1.81,"Green"
"287","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2015,"PercChange",23.4356,-25,-15,23.4356,"Green"
"288","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2016,"PercChange",12.9298,-25,-15,12.9298,"Green"
"289","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2017,"PercChange",2.973,-25,-15,2.973,"Green"
"290","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2018,"PercChange",-2.226,-25,-15,-2.226,"Green"
"291","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0,NA,NA,0,NA
"292","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0,NA,NA,0,NA
"293","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0,NA,NA,0,NA
"294","CK-13","Chinook","South Thompson_SU_0.3","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0,NA,NA,0,NA
"295","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2015,"RelUBM",502.5543,451.021762953327,580.323111497143,0.865990497437692,"Amber"
"296","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2016,"RelUBM",498.4379,439.260903825696,573.258869469313,0.869481357456226,"Amber"
"297","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2017,"RelUBM",491.5747,442.054556633306,566.194627441482,0.868207990989469,"Amber"
"298","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2018,"RelUBM",465.9857,432.602452151581,559.130385413651,0.833411512156075,"Amber"
"299","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2015,"AbsUBM",502.5543,1000,10000,0.05025543,"Red"
"300","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2016,"AbsUBM",498.4379,1000,10000,0.04984379,"Red"
"301","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2017,"AbsUBM",491.5747,1000,10000,0.04915747,"Red"
"302","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2018,"AbsUBM",465.9857,1000,10000,0.04659857,"Red"
"303","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2015,"RelLBM",502.5543,451.021762953327,580.323111497143,1.11425731811528,"Amber"
"304","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2016,"RelLBM",498.4379,439.260903825696,573.258869469313,1.13471947004368,"Amber"
"305","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2017,"RelLBM",491.5747,442.054556633306,566.194627441482,1.11202269634735,"Amber"
"306","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2018,"RelLBM",465.9857,432.602452151581,559.130385413651,1.07716842029532,"Amber"
"307","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2015,"AbsLBM",502.5543,1000,10000,0.5025543,"Red"
"308","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2016,"AbsLBM",498.4379,1000,10000,0.4984379,"Red"
"309","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2017,"AbsLBM",491.5747,1000,10000,0.4915747,"Red"
"310","CK-14","Chinook","South Thompson_SU_1.3","SpnForAbd_Wild",2018,"AbsLBM",465.9857,1000,10000,0.4659857,"Red"
"311","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2015,"LongTrend",0.96,0.5,0.75,0.96,"Green"
"312","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2016,"LongTrend",0.96,0.5,0.75,0.96,"Green"
"313","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2017,"LongTrend",0.95,0.5,0.75,0.95,"Green"
"314","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2018,"LongTrend",0.91,0.5,0.75,0.91,"Green"
"315","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2015,"PercChange",25.2653,-25,-15,25.2653,"Green"
"316","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2016,"PercChange",3.5171,-25,-15,3.5171,"Green"
"317","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2017,"PercChange",-8.5822,-25,-15,-8.5822,"Green"
"318","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2018,"PercChange",-16.9634,-25,-15,-16.9634,"Amber"
"319","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0,NA,NA,0,NA
"320","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0,NA,NA,0,NA
"321","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0,NA,NA,0,NA
"322","CK-14","Chinook","South Thompson_SU_1.3","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0,NA,NA,0,NA
"323","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2015,"RelUBM",16872.9346,12092.3033615759,22731.6178394891,0.742267212089433,"Amber"
"324","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2016,"RelUBM",17787.0912,13050.8478784688,22529.5536688794,0.789500380762967,"Amber"
"325","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2017,"RelUBM",17742.0505,14009.3923953616,22327.4894982698,0.794628097412155,"Amber"
"326","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2018,"RelUBM",17236.4088,13593.4099784496,22125.4253276601,0.779031749434977,"Amber"
"327","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2015,"AbsUBM",16872.9346,1000,10000,1.68729346,"Green"
"328","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2016,"AbsUBM",17787.0912,1000,10000,1.77870912,"Green"
"329","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2017,"AbsUBM",17742.0505,1000,10000,1.77420505,"Green"
"330","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2018,"AbsUBM",17236.4088,1000,10000,1.72364088,"Green"
"331","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2015,"RelLBM",16872.9346,12092.3033615759,22731.6178394891,1.3953449641046,"Amber"
"332","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2016,"RelLBM",17787.0912,13050.8478784688,22529.5536688794,1.36290694410323,"Amber"
"333","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2017,"RelLBM",17742.0505,14009.3923953616,22327.4894982698,1.26643968555512,"Amber"
"334","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2018,"RelLBM",17236.4088,13593.4099784496,22125.4253276601,1.26799742134798,"Amber"
"335","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2015,"AbsLBM",16872.9346,1000,10000,16.8729346,"Green"
"336","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2016,"AbsLBM",17787.0912,1000,10000,17.7870912,"Green"
"337","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2017,"AbsLBM",17742.0505,1000,10000,17.7420505,"Green"
"338","CK-15","Chinook","Shuswap River_SU_0.3","SpnForAbd_Wild",2018,"AbsLBM",17236.4088,1000,10000,17.2364088,"Green"
"339","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2015,"LongTrend",1.05,0.5,0.75,1.05,"Green"
"340","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2016,"LongTrend",1.1,0.5,0.75,1.1,"Green"
"341","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2017,"LongTrend",1.1,0.5,0.75,1.1,"Green"
"342","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2018,"LongTrend",1.07,0.5,0.75,1.07,"Green"
"343","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2015,"PercChange",-39.2472,-25,-15,-39.2472,"Red"
"344","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2016,"PercChange",-26.7955,-25,-15,-26.7955,"Red"
"345","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2017,"PercChange",-24.1375,-25,-15,-24.1375,"Amber"
"346","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2018,"PercChange",-24.0789,-25,-15,-24.0789,"Amber"
"347","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2015,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"348","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2016,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"349","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2017,"ProbDeclBelowLBM",0.0333,NA,NA,0.0333,NA
"350","CK-15","Chinook","Shuswap River_SU_0.3","SpnForTrend_Wild",2018,"ProbDeclBelowLBM",0,NA,NA,0,NA
"351","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2015,"RelUBM",NA,38.3041557031004,162.431326793666,NA,NA
"352","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2016,"RelUBM",NA,39.1714854474503,147.412164770402,NA,NA
"353","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2017,"RelUBM",49.2435,36.284378323581,132.393002747138,0.371949415589975,"Amber"
"354","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2018,"RelUBM",39.7537,32.8270354180724,117.373840723874,0.338693015026423,"Amber"
"355","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2015,"AbsUBM",NA,1000,10000,NA,NA
"356","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2016,"AbsUBM",NA,1000,10000,NA,NA
"357","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2017,"AbsUBM",49.2435,1000,10000,0.00492435,"Red"
"358","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2018,"AbsUBM",39.7537,1000,10000,0.00397537,"Red"
"359","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2015,"RelLBM",NA,38.3041557031004,162.431326793666,NA,NA
"360","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2016,"RelLBM",NA,39.1714854474503,147.412164770402,NA,NA
"361","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2017,"RelLBM",49.2435,36.284378323581,132.393002747138,1.35715429821756,"Amber"
"362","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2018,"RelLBM",39.7537,32.8270354180724,117.373840723874,1.21100487734309,"Amber"
"363","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2015,"AbsLBM",NA,1000,10000,NA,NA
"364","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2016,"AbsLBM",NA,1000,10000,NA,NA
"365","CK-16","Chinook","South Thompson-Bessette Creek_SU_1.2","SpnForAbd_Wild",2017,"AbsLBM",49.2435,1000,10000,0.0492435,"Red"
