DataSet,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,CU_ID,CU_Name,DU_ID,Recruits_Total,Recruits_Wild
Ck_SBC,Chinook,1982,5034,5034,2996.154626,2996.154626,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1983,4742,4742,2822.360993,2822.360993,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1984,5278,5278,3141.379443,3141.379443,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1985,3675,3675,2187.30001,2187.30001,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1986,2146,2146,1277.264169,1277.264169,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1987,2519,2519,1499.267681,1499.267681,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1988,6878,6878,4093.673325,4093.673325,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1989,5535,5535,3294.341648,3294.341648,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1990,5626,5626,3348.503363,3348.503363,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1991,7408,7408,4409.120674,4409.120674,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1992,10250,10250,6100.632682,6100.632682,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1993,7030,7030,4184.141244,4184.141244,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1994,6407,6407,3813.341814,3813.341814,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1995,16449,16449,9790.176291,9790.176291,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1996,14596,14596,8687.300939,8687.300939,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1997,9973,9973,5935.766803,5935.766803,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1998,5858,5858,3486.585976,3486.585976,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1999,6110,6110,3636.572262,3636.572262,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2000,6638,6638,3950.829243,3950.829243,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2001,5014,5014,2984.250953,2984.250953,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2002,4115,4115,2449.180828,2449.180828,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2003,3356,3356,1997.436418,1997.436418,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2004,2721,2721,1619.494783,1619.494783,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2005,2467,2467,1468.318129,1468.318129,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2006,1775,1775,1056.451025,1056.451025,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2007,2175,2175,1294.524496,1294.524496,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2008,2015,2015,1199.295108,1199.295108,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2009,785,785,467.2191859,467.2191859,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2010,2879,2879,1713.533804,1713.533804,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2011,3492,3492,2078.381398,2078.381398,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2012,3448,3448,2052.193316,2052.193316,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2013,4540,4540,2702.13389,2702.13389,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2014,4576,4576,2723.560503,2723.560503,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2015,6380,6380,3797.271855,3797.271855,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2016,8074,8074,4805.513002,4805.513002,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2017,13199,13199,7855.829343,7855.829343,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2018,14340,14340,8534.933918,8534.933918,CK-22,East Vancouver Island-Cowichan & Koksilah_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1979,NA,NA,NA,NA,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1980,NA,NA,NA,NA,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1981,115,115,21.51146875,21.51146875,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1982,691,691,129.2558688,129.2558688,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1983,1384,1384,248.2511,248.2511,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1984,2373,2373,443.8844813,443.8844813,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1985,727,727,135.9898938,135.9898938,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1986,562,562,105.1256125,105.1256125,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1987,790,790,91.3561875,91.3561875,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1988,1169,1169,134.4920063,134.4920063,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1989,2049,2049,229.8855063,229.8855063,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1990,2131,2131,196.5566188,196.5566188,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1991,3145,3145,189.9394063,189.9394063,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1992,2202,2202,203.8893625,203.8893625,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1993,878,878,135.5756375,135.5756375,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1994,634,634,92.8179125,92.8179125,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1995,2450,2450,361.4935625,361.4935625,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1996,2325,2325,242.7592813,242.7592813,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1997,890,890,130.4300625,130.4300625,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1998,1443.939745,1443.939745,241.9898149,241.9898149,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1999,2490,2490,406.8283125,406.8283125,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2000,895,895,158.9435938,158.9435938,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2001,1614,1614,289.2912875,289.2912875,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2002,1614,1614,219.1740375,219.1740375,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2003,1562,1562,274.1568625,274.1568625,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2004,2098,2098,379.4660125,379.4660125,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2005,1569,1569,267.5352563,267.5352563,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2006,2100,2100,360.913875,360.913875,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2007,2335,2335,433.5318438,433.5318438,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2008,2512,2512,464.65805,464.65805,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2009,1513,1513,275.2653563,275.2653563,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2010,2411.424217,2411.424217,404.1305061,404.1305061,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2011,4878,4878,677.9551375,677.9551375,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2012,1078,1078,195.3378875,195.3378875,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2013,2312,2312,431.2123,431.2123,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2014,1691,1691,311.4453688,311.4453688,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2015,3203,3203,581.4766688,581.4766688,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2016,1909,1909,354.9273813,354.9273813,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2017,2111,2111,393.0732438,393.0732438,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2018,3114,3114,548.9666625,548.9666625,CK-25,East Vancouver Island-Nanaimo & Chemainus_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1973,1390,1390,104.9519104,104.9519104,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1974,1042,1042,77.21847681,77.21847681,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1975,1997,1997,143.0164029,143.0164029,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1976,1310,1310,92.02196342,92.02196342,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1977,3419,3419,240.7175445,240.7175445,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1978,3301,3301,228.6790802,228.6790802,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1979,5231,5231,356.3691505,356.3691505,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1980,7424,7424,505.5291484,505.5291484,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1981,5424,5424,369.6860005,369.6860005,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1982,5537,5537,477.8599752,477.8599752,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1983,7703,7703,848.8485097,848.8485097,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1984,9918,9918,1003.367283,1003.367283,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1985,13285,13285,1426.386873,1426.386873,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1986,5840,5840,702.1852168,702.1852168,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1987,6730,6730,630.1497853,630.1497853,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1988,5291,5291,473.5312057,473.5312057,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1989,10108,10108,927.4588779,927.4588779,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1990,13668,13668,1325.809695,1325.809695,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1991,9846,9846,1048.03315,1048.03315,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1992,9957,9957,1092.265169,1092.265169,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1993,8792,8792,991.0654933,991.0654933,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1994,11172,11172,1150.928672,1150.928672,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1995,6501,6501,721.2394147,721.2394147,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1996,8341,8341,979.7482115,979.7482115,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1997,8038,8038,962.1808764,962.1808764,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1998,10054.6507,10054.6507,1541.729282,1541.729282,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1999,10758,10758,1887.700458,1887.700458,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2000,11339,11339,2203.5211,2203.5211,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2001,24969,24969,4878.885994,4878.885994,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2002,19898,19898,2409.869945,2409.869945,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2003,23969,23969,2463.165288,2463.165288,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2004,20708.0686,20708.0686,2911.978908,2911.978908,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2005,15375,15375,2304.653635,2304.653635,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2006,24028,24028,2639.687462,2639.687462,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2007,15344,15344,1616.581855,1616.581855,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2008,11693,11693,1454.026682,1454.026682,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2009,13699.96231,13699.96231,1893.142908,1893.142908,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2010,12226,12226,2300.244574,2300.244574,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2011,14239,14239,2303.340469,2303.340469,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2012,8924,8924,998.1974395,998.1974395,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2013,6341,6341,1131.548466,1131.548466,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2014,13346,13346,2271.377861,2271.377861,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2015,12677,12677,2135.898788,2135.898788,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2016,10822,10822,1432.415528,1432.415528,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2017,18625,18625,2596.183109,2596.183109,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,2018,16112,16112,2099.241231,2099.241231,CK-27,East Vancouver Island-Qualicum & Puntledge_FA_0.x,DU21,NA,NA
Ck_SBC,Chinook,1992,200,200,27.0848,27.0848,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,1995,400,400,54.1696,54.1696,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,1996,300,300,40.6272,40.6272,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,1997,20,20,2.70848,2.70848,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,1998,350,350,47.3984,47.3984,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,1999,350,350,47.3984,47.3984,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2000,150,150,20.3136,20.3136,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2001,155,155,20.99072,20.99072,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2002,359,359,48.617216,48.617216,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2003,125,125,16.928,16.928,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2004,106,106,14.354944,14.354944,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2005,134,134,18.146816,18.146816,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2006,704,704,95.338496,95.338496,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2007,463,463,62.701312,62.701312,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2008,217,217,29.387008,29.387008,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2009,247,247,33.449728,33.449728,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2010,856,856,115.922944,115.922944,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2011,910,910,123.23584,123.23584,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2012,2175,2175,294.5472,294.5472,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2013,2616,2616,354.269184,354.269184,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2014,2542,2542,344.247808,344.247808,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2015,2086,2086,282.494464,282.494464,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2016,2101,2101,284.525824,284.525824,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2017,2455,2455,332.46592,332.46592,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,2018,1233,1233,166.977792,166.977792,CK-28,Southern Mainland-Southern Fjords_FA_0.x,DU22,NA,NA
Ck_SBC,Chinook,1975,2250,2250,625.4173611,625.4173611,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1976,4025,4025,1112.765111,1112.765111,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1977,2525,2525,695.820204,695.820204,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1978,5083,5083,1392.844281,1392.844281,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1979,3341,3341,822.6645732,822.6645732,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1980,2692,2692,477.5755007,477.5755007,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1981,2464,2464,355.5196828,355.5196828,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1982,3134,3134,379.9619528,379.9619528,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1983,2546,2546,273.9923297,273.9923297,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1984,4025,4025,462.2118717,462.2118717,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1985,5047,5047,528.7148086,528.7148086,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1986,7117,7117,1239.328853,1239.328853,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1987,6068,6068,823.8649757,823.8649757,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1988,12162,12162,1095.925538,1095.925538,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1989,14481,14481,1054.712713,1054.712713,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1990,16145,16145,1891.558104,1891.558104,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1991,8171,8171,631.8147504,631.8147504,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1992,4464,4464,348.7925331,348.7925331,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1993,2489,2489,143.6858265,143.6858265,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1994,2812,2812,217.5301333,217.5301333,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1995,3298,3298,709.9290968,709.9290968,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1996,3552,3552,710.3121843,710.3121843,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1997,3227,3227,521.3634617,521.3634617,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1998,4747,4747,678.7205739,678.7205739,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,1999,8726.140703,8726.140703,1418.455679,1418.455679,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2000,9046.345411,9046.345411,1319.066472,1319.066472,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2001,15492.74847,15492.74847,1741.976172,1741.976172,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2002,14108,14108,1879.193562,1879.193562,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2003,8364,8364,932.3547363,932.3547363,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2004,11251,11251,1688.537628,1688.537628,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2005,9452,9452,1191.601355,1191.601355,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2006,13066,13066,2684.014423,2684.014423,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2007,8005,8005,1298.023147,1298.023147,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2008,7791,7791,1458.212823,1458.212823,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2009,9198,9198,2385.808254,2385.808254,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2010,5786,5786,1457.788568,1457.788568,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2011,6671,6671,1701.788601,1701.788601,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2012,8458,8458,3387.560169,3387.560169,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
Ck_SBC,Chinook,2013,7379,7379,3312.226906,3312.226906,CK-29,East Vancouver Island-North_FA_0.x,DU23,NA,NA
