DataSet,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,CU_ID,CU_Name,DU_ID,Recruits_Total,Recruits_Wild
Sk_Fraser,Sockeye,1950,14253.6888,7298,14253.6888,7298,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1951,19184.1268,10040,19184.1268,10040,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1952,16459.806,8568,16459.806,8568,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1953,11720.9356,5734,11720.9356,5734,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1954,9282.642,4566,9282.642,4566,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1955,8254.18,4472,8254.18,4472,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1956,6174.3032,3639,6174.3032,3639,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1957,10603.3108,6416,10603.3108,6416,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1958,13103.4004,8297,13103.4004,8297,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1959,25819.2516,14614,25819.2516,14614,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1960,6726.936,3506,6726.936,3506,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1961,6575.9772,3675,6575.9772,3675,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1962,5549.2808,3219,5549.2808,3219,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1963,19275.6047,11467,19275.6047,11467,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1964,1324.2,690,1324.2,690,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1965,2127.2,1170,2127.2,1170,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1966,2092.584,1151,2092.584,1151,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1967,27980.346,13991,27980.346,13991,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1968,3419.617,1710,3419.617,1710,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1969,3872,1936,3872,1936,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1970,873.306,497,873.306,497,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1971,19964.151,10761,19964.151,10761,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1972,3653.0264,1969,3653.0264,1969,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1973,4023.8024,2012,4023.8024,2012,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1974,1850,1046,1850,1046,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1975,26219.16,14735,26219.16,14735,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1976,2037.15,1069,2037.15,1069,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1977,2207,1214,2207,1214,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1978,2772.8748,1678,2772.8748,1678,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1979,30898,16178,30898,16178,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1980,2638.7492,1376,2638.7492,1376,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1981,1032.876,562,1032.876,562,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1982,1647,990,1647,990,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1983,5805.9,3484,5805.9,3484,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1984,9562.4001,4909,9562.4001,4909,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1985,5845.6695,3030,5845.6695,3030,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1986,2850.1638,1396,2850.1638,1396,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1987,11071,5660,11071,5660,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1988,12464.334,7405,12464.334,7405,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1989,2534,1367,2534,1367,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1990,7513.374,5065,7513.374,5065,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1991,4919,2460,4919,2460,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1992,2560,1117,2560,1117,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1993,1184,592,1184,592,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1994,4380,1845,4380,1845,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1995,27557.6919,13467,27557.6919,13467,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1996,8146.5664,4055,8146.5664,4055,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1997,4755.1924,2119,4755.1924,2119,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1998,4751,2830,4751,2830,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1999,8238,3295,8238,3295,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2000,12480.384,6720,12480.384,6720,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2001,5504.9166,2752,5504.9166,2752,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2002,8432.355,4505,8432.355,4505,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2003,6076.8,3038,6076.8,3038,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2004,916,458,916,458,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2005,1730,866,1730,866,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2006,1432.1664,636,1432.1664,636,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2007,2132.3649,1075,2132.3649,1075,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2008,773.3475,275,773.3475,275,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2009,1687.2014,843,1687.2014,843,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2010,8189.2056,4095,8189.2056,4095,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2011,3991.0932,2037,3991.0932,2037,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2012,59,30,59,30,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2013,3225.0814,1924,3225.0814,1924,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2014,11418.576,6252,11418.576,6252,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2015,3458.038,2211,3458.038,2211,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2016,143,72,143,72,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2017,0,0,0,0,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,2018,0,0,0,0,CU_1,Bowron_ES,TBD,NA,NA
Sk_Fraser,Sockeye,1950,0,0,0,0,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1951,28.1416,15,28.1416,15,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1952,0,0,0,0,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1953,48.52,24,48.52,24,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1954,3214.026,1729,3214.026,1729,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1955,39.7864,20,39.7864,20,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1956,0,0,0,0,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1957,40,20,40,20,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1958,4752.1929,2749,4752.1929,2749,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1959,572,286,572,286,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1960,0,0,0,0,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1961,23,12,23,12,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1962,11753.588,6326,11753.588,6326,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1963,1951.4744,1116,1951.4744,1116,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1964,8.7336,5,8.7336,5,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1965,981,589,981,589,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1966,29703.7611,15201,29703.7611,15201,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1967,3856.755,1983,3856.755,1983,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1968,83.4544,50,83.4544,50,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1969,945.5697,491,945.5697,491,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1970,3828.4605,2139,3828.4605,2139,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1971,281,155,281,155,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1972,190,98,190,98,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1973,2834.3376,1688,2834.3376,1688,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1974,8263.9725,4843,8263.9725,4843,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1975,3081.02,1631,3081.02,1631,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1976,1010.74,753,1010.74,753,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1977,7304.078,3923,7304.078,3923,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1978,9449.166,3963,9449.166,3963,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1979,3552.835,2023,3552.835,2023,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1980,1761.48,996,1761.48,996,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1981,5764.833,2951,5764.833,2951,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1982,23148.6033,11734,23148.6033,11734,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1983,7685.024,4909,7685.024,4909,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1984,1702.305,941,1702.305,941,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1985,1679.574,960,1679.574,960,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1986,13805.106,6213,13805.106,6213,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1987,6728.612,3766,6728.612,3766,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1988,1050,784,1050,784,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1989,7814.68,5067,7814.68,5067,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1990,18029.7888,8415,18029.7888,8415,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1991,11885.4633,7292,11885.4633,7292,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1992,2704.3764,1378,2704.3764,1378,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1993,19760,9829,19760,9829,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1994,9014.148,3890,9014.148,3890,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1995,7289.8875,4319,7289.8875,4319,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1996,2968.2428,1759,2968.2428,1759,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1997,8799.166,5056,8799.166,5056,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1998,22786.995,11873,22786.995,11873,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1999,4150.5264,2079,4150.5264,2079,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2000,1182.9618,671,1182.9618,671,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2001,2845.395,1851,2845.395,1851,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2002,14870.7585,8001,14870.7585,8001,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2003,4775.004,3179,4775.004,3179,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2004,1287,778,1287,778,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2005,11991.385,8261,11991.385,8261,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2006,17720.757,10971,17720.757,10971,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2007,1699,849,1699,849,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2008,82.0814,63,82.0814,63,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2009,1544.4603,792,1544.4603,792,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2010,47722.125,26687,47722.125,26687,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2011,879.503,330,879.503,330,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2012,25,13,25,13,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2013,6952.5903,4181,6952.5903,4181,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2014,21581.6057,12327,21581.6057,12327,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2015,34.416,17,34.416,17,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2016,41,21,41,21,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2017,NA,NA,NA,NA,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,2018,NA,NA,NA,NA,CU_10,Seton_L,TBD,NA,NA
Sk_Fraser,Sockeye,1950,28500.63,15680,28500.63,15680,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1951,12224.1296,7702,12224.1296,7702,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1952,23904.21,13175,23904.21,13175,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1953,8700.2311,5142,8700.2311,5142,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1954,27968.178,13754,27968.178,13754,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1955,21095.1,13037,21095.1,13037,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1956,8443.305,5898,8443.305,5898,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1957,19733.0987,11111,19733.0987,11111,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1958,35870.7159,21770,35870.7159,21770,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1959,8279.37,5023,8279.37,5023,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1960,6646.185,4059,6646.185,4059,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1961,4148.342,2336,4148.342,2336,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1962,15815.7168,9403,15815.7168,9403,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1963,14266.434,8848,14266.434,8848,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1964,1166.1,663,1166.1,663,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1965,16997.3085,7326,16997.3085,7326,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1966,18964.382,9860,18964.382,9860,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1967,20051.928,10618,20051.928,10618,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1968,3602.7251,2202,3602.7251,2202,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1969,56200.6511,30604,56200.6511,30604,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1970,9983.8589,5003,9983.8589,5003,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1971,4912.798,2656,4912.798,2656,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1972,25421.7065,15026,25421.7065,15026,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1973,46968.536,24885,46968.536,24885,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1974,48235.312,28099,48235.312,28099,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1975,27768.875,16033,27768.875,16033,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1976,47984.139,28243,47984.139,28243,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1977,47319.9769,28510,47319.9769,28510,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1978,73939.9101,42315,73939.9101,42315,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1979,44079.5946,25702,44079.5946,25702,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1980,71782.2316,43286,71782.2316,43286,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1981,40677.2738,22627,40677.2738,22627,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1982,247020.6748,115030,247020.6748,115030,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1983,37968.1995,27380,37968.1995,27380,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1984,57417.0652,30434,57417.0652,30434,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1985,35653.8882,22773,35653.8882,22773,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1986,91787.36,41837,91787.36,41837,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1987,56440.1632,30105,56440.1632,30105,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1988,47579.7483,27428,47579.7483,27428,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1989,16775.5924,10365,16775.5924,10365,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1990,16139.4068,8525,16139.4068,8525,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1991,37665.7446,18487,37665.7446,18487,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1992,54503.1414,28480,54503.1414,28480,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1993,78600.2937,34018,78600.2937,34018,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1994,63734.0844,30208,63734.0844,30208,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1995,21286.4628,10904,21286.4628,10904,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1996,46410.9582,26848,46410.9582,26848,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1997,20933.8464,10724,20933.8464,10724,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1998,52831.6664,29811,52831.6664,29811,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1999,23087.6474,13106,23087.6474,13106,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2000,5058.2837,2732,5058.2837,2732,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2001,13090.461,8035,13090.461,8035,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2002,74794.963,36269,74794.963,36269,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2003,43693.298,24683,43693.298,24683,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2004,24377.7936,13968,24377.7936,13968,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2005,42243.084,23597,42243.084,23597,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2006,24076.1648,13618,24076.1648,13618,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2007,30527.5438,15825,30527.5438,15825,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2008,1160.5711,617,1160.5711,617,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2009,26026.362,12871,26026.362,12871,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2010,46135.4573,25328,46135.4573,25328,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2011,51590.6759,24535,51590.6759,24535,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2012,718.9962,397,718.9962,397,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2013,29720.245,15535,29720.245,15535,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2014,20922.1456,10446,20922.1456,10446,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2015,1942.2102,1133,1942.2102,1133,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2016,225.3376,94,225.3376,94,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2017,0,0,0,0,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,2018,0,0,0,0,CU_11,Harrison_US_L,TBD,NA,NA
Sk_Fraser,Sockeye,1950,59929.2,41370,59929.2,41370,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1951,20018.24,13589,20018.24,13589,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1952,40586.9748,24744,40586.9748,24744,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1953,29552.4905,16287,29552.4905,16287,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1954,16180.4292,8635,16180.4292,8635,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1955,13836.9924,8185,13836.9924,8185,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1956,43688.9874,27156,43688.9874,27156,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1957,13707.448,7068,13707.448,7068,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1958,13619.068,5510,13619.068,5510,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1959,23488.1661,11388,23488.1661,11388,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1960,32951.591,19198,32951.591,19198,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1961,20431.0769,10550,20431.0769,10550,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1962,23515.8742,14311,23515.8742,14311,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1963,32269.38,20769,32269.38,20769,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1964,47783.116,27978,47783.116,27978,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1965,14897.517,9769,14897.517,9769,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1966,18615.3464,13462,18615.3464,13462,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1967,30748.3836,17580,30748.3836,17580,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1968,43923.826,31042,43923.826,31042,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1969,23528.2308,14324,23528.2308,14324,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1970,28362.9312,19252,28362.9312,19252,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1971,23668.469,16143,23668.469,16143,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1972,48410.208,26202,48410.208,26202,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1973,52341.7067,28374,52341.7067,28374,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1974,115688.979,85495,115688.979,85495,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1975,33027.4446,19653,33027.4446,19653,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1976,75318.2615,50023,75318.2615,50023,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1977,21515.3435,12799,21515.3435,12799,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1978,94308.09,48158,94308.09,48158,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1979,55096.5592,35168,55096.5592,35168,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1980,59109.1147,32786,59109.1147,32786,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1981,46831.6719,27175,46831.6719,27175,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1982,118049.6942,72353,118049.6942,72353,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1983,38939.2476,21069,38939.2476,21069,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1984,38385.681,23226,38385.681,23226,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1985,11310.9405,5757,11310.9405,5757,CU_12,Lillooet_Harr_L,TBD,NA,NA
Sk_Fraser,Sockeye,1986,331736.692,197841,331736.692,197841,CU_12,Lillooet_Harr_L,TBD,NA,NA
